ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,coord_x,coord_y,DEFAUT,Collet,Houppier,Racine,Tronc
region4,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913617.668,4222453.377,non,non,non,non,non
region2,2004,2014,2014,25,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1914468.407,4224320.506,non,non,non,non,non
region3,2004,2013,2012,45,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre à abattre dans les 10 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912567.062,4221823.407,oui,oui,oui,non,oui
region2,2014,2014,2020,15,avium,passages fréquents ou arrêts,Prunus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1913717.491,4224839.861,non,non,non,non,non
region3,2004,2015,2018,15,tulipifera,passages fréquents et arrêts fréquents,Liriodendron,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1912709.845,4223560.612,non,non,non,non,non
region4,2004,2014,2016,35,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913715.145,4223340.207,oui,non,non,oui,oui
region4,2004,2014,2016,25,cappadocicum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914530.45,4223211.549,non,non,non,non,non
region3,2004,2014,2019,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1912617.254,4223245.8,non,non,non,non,non
region2,2004,2013,2016,25,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914578.186,4224179.942,non,non,non,non,non
region2,2004,2014,2014,45,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1914995.511,4225246.24,oui,non,oui,non,non
region3,2004,2013,2018,25,orientalis,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913020.483,4221384.181,non,non,non,non,non
region3,2004,2015,2016,35,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1912367.588,4222213.136,non,non,non,non,non
region5,2004,2015,2016,15,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915348.708,4224663.132,non,non,non,non,non
region5,2004,2013,2016,15,americana,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1915673.155,4223126.859,non,non,non,non,non
region3,2004,2013,2013,45,tomentosa,passages fréquents ou arrêts,Paulownia,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913239.879,4223045.864,oui,non,oui,non,oui
region3,2004,2015,2018,35,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912405.022,4222190.046,non,non,non,non,non
region4,2004,2013,2016,35,japonica,passages fréquents et arrêts fréquents,Sophora,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913618.516,4222990.58,non,non,non,non,non
region2,2014,2014,2020,15,lutea,passages fréquents ou arrêts,Cladastris,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1914148.695,4224476.231,non,non,non,non,non
region5,2004,2015,2016,15,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre jeune,inconnu,non,vigoureux,1914762.099,4222407.725,non,non,non,non,non
region3,2004,2013,2016,45,cappadocicum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912379.537,4221879.486,non,non,non,non,non
region4,2015,2015,2020,15,pumila,passages fréquents ou arrêts,Malus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1913625.775,4223311.447,non,non,non,non,non
region2,2004,2015,2017,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914681.502,4224092.72,non,non,non,non,non
region2,2004,2015,2019,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1913377.695,4225352.55,non,non,non,non,non
region5,2004,2014,2015,35,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1915932.57,4223643.657,non,non,non,non,non
region2,2004,2015,2016,25,australis,passages fréquents et arrêts fréquents,Celtis,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913767.156,4224721.726,non,non,non,non,non
region5,2004,2013,2017,35,australis,quelques passages,Celtis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1915035.854,4222603.693,non,non,non,non,non
region5,2004,2013,2016,45,platyphyllos,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915622.421,4224008.692,non,non,non,non,non
region6,2015,2015,2020,15,avium,passages fréquents ou arrêts,Prunus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1914673.668,4222086.147,non,non,non,non,non
region6,2004,2015,2016,5,ginnala,passages fréquents ou arrêts,Acer,Arbre à abattre dans les 5 ans, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914818.204,4222310.304,oui,non,non,non,oui
region2,2004,2015,2018,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913399.545,4225602.38,oui,oui,oui,non,non
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914214.968,4222158.415,non,non,non,non,non
region4,2004,2015,2016,15,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1915433.039,4223020.758,non,non,non,non,non
region6,2004,2014,2014,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914811.215,4220569.127,non,non,non,non,non
region3,2011,2015,2016,5,excelsior,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912577.459,4222505.507,oui,non,non,non,oui
region6,2004,2014,2015,45,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914892.001,4221532.836,non,non,non,non,non
region6,2004,2014,2014,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914272.845,4221307.954,non,non,non,non,non
region2,2004,2015,2017,85,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915630.642,4225315.802,oui,non,oui,non,non
region3,2004,2013,2016,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912377.274,4222333.731,non,non,non,non,non
region2,2004,2015,2018,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille mise en sécurité,oui,vigueur intermédiaire,1913425.611,4225593.742,oui,non,oui,non,non
region1,2004,2014,2014,15,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigueur intermédiaire,1912968.939,4225660.179,non,non,non,non,non
region2,2013,2013,2019,15,cerris,passages fréquents ou arrêts,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1914710.767,4225847.281,non,non,non,non,non
region3,2004,2014,2014,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1912599.89,4223206.557,oui,non,oui,non,non
region1,2004,2015,2016,25,serrulata,passages fréquents et arrêts fréquents,Prunus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912922.143,4224667.907,non,non,non,non,non
region6,2004,2015,2020,25,floribunda,passages fréquents et arrêts fréquents,Malus,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914600.088,4221731.815,oui,non,oui,non,non
region1,2004,2014,2016,15,siliquastrum,passages fréquents et arrêts fréquents,Cercis,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1913425.867,4224439.814,non,non,non,non,non
region3,2004,2014,2014,45,pseudoacacia,passages fréquents et arrêts fréquents,Robinia,Arbre à abattre dans les 5 ans, 1-5,Arbre de voirie,Arbre adulte,Arbre adulte,Taille mise en sécurité,oui,vieillissement dépérissement,1913339.58,4222306.868,oui,oui,oui,non,oui
region1,2014,2014,2020,15,platanor,passages fréquents ou arrêts,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1913666.133,4224716.894,non,non,non,non,non
region3,2004,2014,2014,15,siliquastrum,passages fréquents et arrêts fréquents,Cercis,Arbre à abattre dans les 5 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Abattage,non,vigueur intermédiaire,1912685.841,4223165.497,oui,non,oui,non,oui
region2,2004,2015,2016,35,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre vieillissant,Arbre vieillissant,inconnu,non,vigueur intermédiaire,1915276.341,4224627.03,oui,non,oui,non,non
region2,2004,2015,2017,25,platyphyllos,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914215.981,4224765.496,non,non,non,non,non
region4,2004,2013,2014,55,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille rideau,oui,vigoureux,1914746.709,4223853.709,oui,non,non,oui,non
region6,2004,2014,2015,25,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914876.066,4221797.081,non,non,non,non,non
region1,2014,2014,2019,15,americana,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1912306.181,4226164.776,non,non,non,non,non
region1,2004,2014,2016,15,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913027.995,4225681.938,non,non,non,non,non
region3,2009,2015,2016,15,calleryana,passages fréquents et arrêts fréquents,Pyrus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1912516.189,4222506.349,oui,non,oui,non,non
region4,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913670.624,4222544.198,non,non,non,non,non
region4,2004,2014,2014,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille déclaircie,oui,vigoureux,1913949.981,4222672.5,non,non,non,non,non
region6,2004,2015,2017,45,nigra,passages fréquents ou arrêts,Populus,Arbre à abattre dans les 5 ans, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1914857.927,4222294.258,non,non,non,non,non
region1,2013,2013,2019,15,avium,passages fréquents ou arrêts,Prunus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1913077.477,4225544.943,non,non,non,non,non
region1,2004,2015,2020,5,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1912760.561,4223580.238,non,non,non,non,non
region3,2004,2015,2016,45,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912536.59,4222194.139,non,non,non,non,non
region3,2004,2013,2018,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912991.393,4221426.428,non,non,non,non,non
region4,2004,2015,2018,35,papyrifera,passages fréquents et arrêts fréquents,Broussonetia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914737.272,4222863.101,oui,non,oui,non,non
region5,2004,2015,2020,35,minor,passages fréquents ou arrêts,Ulmus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,non,vigueur intermédiaire,1915334.676,4224873.594,non,non,non,non,non
region6,2015,2015,2020,15,campestris,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1914526.188,4221865.645,non,non,non,non,non
region6,2004,2015,2018,45,saccharinum,passages fréquents et arrêts fréquents,Acer,inconnu, 11-20,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1914987.753,4222028.471,oui,oui,oui,oui,oui
region4,2004,2014,2016,15,siliquastrum,passages fréquents et arrêts fréquents,Cercis,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914536.64,4223269.714,non,non,non,non,non
region3,2004,2013,2016,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de prolongement,oui,vigoureux,1913128.217,4222100.485,non,non,non,non,non
region5,2004,2014,2016,45,negundo,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915629.491,4224255.524,non,non,non,non,non
region2,2004,2013,2014,55,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1914033.465,4224354.393,oui,non,oui,non,non
region2,2004,2015,2017,25,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915321.253,4225441.462,non,non,non,non,non
region6,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913565.435,4221518.373,non,non,non,non,non
region2,2004,2015,2016,35,pomifera,passages fréquents ou arrêts,Maclura,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913701.75,4225227.423,non,non,non,non,non
region5,2004,2015,2016,25,petraea,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915359.845,4223313.319,non,non,non,non,non
region2,2004,2015,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre vieillissant,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1913376.279,4225479.354,oui,oui,oui,non,non
region6,2004,2013,2014,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1914914.455,4222244.389,non,non,non,non,non
region3,2004,2014,2014,15,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912784.185,4221464.006,non,non,non,non,non
region4,2004,2015,2015,65,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre à abattre immédiatement, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Abattage,non,vieillissement dépérissement,1915303.271,4223026.35,oui,non,non,non,oui
region5,2009,2014,2016,25,carnea,passages fréquents et arrêts fréquents,Aesculus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,inconnu,oui,vigoureux,1915642.273,4222755.999,non,non,non,non,non
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914230.708,4222023.423,non,non,non,non,non
region6,2004,2014,2016,35,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914277.81,4221601.315,non,non,non,non,non
region5,2004,2015,2016,15,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre à abattre dans les 5 ans, 1-5,Arbre de voirie,Arbre adulte,Arbre adulte,Abattage,oui,vigoureux,1916011.159,4223179.774,oui,non,oui,non,oui
region1,2004,2013,2016,15,inconnu,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913022.108,4225141.672,non,non,non,non,non
region6,2014,2014,2020,15,utilis,passages fréquents ou arrêts,Betula,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1914215.904,4222012.474,non,non,non,non,non
region2,2004,2015,2017,75,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915652.436,4225388.336,oui,oui,oui,non,non
region2,2004,2015,2018,15,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914060.94,4223736.715,non,non,non,non,non
region3,2004,2013,2018,15,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913014.987,4221501.332,non,non,non,non,non
region5,2004,2015,2018,25,pseudoacacia,passages fréquents et arrêts fréquents,Robinia,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915666.468,4223036.0,oui,non,oui,non,non
region3,2004,2013,2020,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913337.968,4223100.636,non,non,non,non,non
region2,2004,2014,2016,5,sylvatica,passages fréquents et arrêts fréquents,Fagus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914573.289,4224274.622,non,non,non,non,non
region2,2004,2015,2016,15,calleryana,passages fréquents et arrêts fréquents,Pyrus,Arbre davenir normal, 11-20,Arbre denceintes fermées,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915284.854,4225342.951,non,non,non,non,non
region3,2004,2013,2013,45,siliquastrum,passages fréquents ou arrêts,Cercis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913267.85,4223070.229,oui,non,oui,non,non
region2,2004,2015,2017,35,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915366.11,4225206.628,oui,non,oui,non,non
region6,2004,2015,2016,25,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir incertain, 6-10,Arbre despaces ouverts,Arbre vieillissant,Arbre vieillissant,Taille de bois mort,oui,vieillissement dépérissement,1914066.543,4221721.822,oui,oui,oui,non,oui
region1,2006,2015,2018,15,cerris,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913534.061,4225002.768,non,non,non,non,non
region3,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913292.857,4222774.105,non,non,non,non,non
region2,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914990.257,4225574.252,oui,non,non,non,oui
region4,2004,2013,2014,45,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille rideau,oui,vigoureux,1914829.848,4223842.956,non,non,non,non,non
region1,2014,2014,2019,15,spaitii,passages fréquents ou arrêts,Alnus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912474.677,4225980.165,non,non,non,non,non
region5,2004,2015,2017,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre adulte,Taille mise en sécurité,oui,vigueur intermédiaire,1915192.186,4222171.939,oui,non,oui,non,non
region2,2004,2014,2016,35,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913680.32,4224108.714,non,non,non,non,non
region4,2004,2014,2019,45,excelsior,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1915240.695,4223057.687,non,non,non,non,non
region4,2004,2014,2016,25,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915437.073,4223600.63,non,non,non,non,non
region2,2005,2015,2020,25,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914629.42,4224611.306,non,non,non,non,non
region2,2004,2014,2015,35,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1914325.639,4224035.375,oui,oui,non,oui,non
region6,2004,2015,2018,35,saccharinum,passages fréquents ou arrêts,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914784.151,4221991.546,non,non,non,non,non
region1,2004,2015,2015,15,grandiflora,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913163.962,4224875.121,non,non,non,non,non
region2,2004,2014,2014,95,orientalis,passages fréquents et arrêts fréquents,Picea,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1914782.386,4225453.487,oui,non,oui,oui,non
region2,2004,2015,2017,75,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915577.106,4225166.444,oui,non,oui,non,non
region2,2004,2015,2016,85,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre vieillissant,Taille mise en sécurité,oui,vigueur intermédiaire,1913380.8,4225482.241,oui,oui,oui,non,non
region2,2004,2013,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915160.662,4224532.107,non,non,non,non,non
